Brand,Model,RAM,Storage,Battery,Camera,ScreenSize,FiveG,PhoneAge,Condition,Price
Xiaomi,Xiaomi-976,4,256,4257,64,5.1,No,2.3,New,11443.92
Realme,Realme-375,2,32,4263,200,6.5,Yes,1.9,New,12500.12
Motorola,Motorola-958,12,32,5028,12,5.3,No,1.5,Used,12545.7
Nothing,Nothing-491,16,64,3983,8,5.2,Yes,1.0,Used,27710.55
Vivo,Vivo-594,3,32,5680,50,7.1,Yes,0.9,Used,14905.73
Xiaomi,Xiaomi-750,8,512,4622,108,6.2,No,1.6,New,21719.76
Motorola,Motorola-797,4,64,6052,50,6.0,No,0.3,Used,14783.67
Motorola,Motorola-300,6,256,5043,8,5.3,No,4.5,New,7430.8
OnePlus,OnePlus-958,8,512,6330,12,7.0,No,3.2,Used,16752.75
Motorola,Motorola-490,6,64,3114,8,6.6,Yes,3.2,Used,8386.01
Apple,Apple-156,16,256,3376,108,7.1,Yes,3.4,New,98613.92
Vivo,Vivo-937,4,256,6017,64,5.3,No,4.9,Used,4944.82
Samsung,Samsung-101,2,32,5047,108,5.1,No,0.7,Used,18627.11
Apple,Apple-253,12,256,4520,50,5.6,No,2.8,New,93114.24
Realme,Realme-372,4,64,6345,200,5.7,Yes,2.7,New,10543.79
Xiaomi,Xiaomi-968,8,512,5750,50,5.9,No,1.8,Used,14300.68
Google,Google-646,4,32,3178,200,6.4,No,3.3,Used,26459.41
Realme,Realme-477,4,512,5681,50,5.8,Yes,4.7,New,8453.91
Google,Google-969,8,128,6338,108,6.2,No,4.5,Used,25215.52
Apple,Apple-963,8,32,4273,12,6.7,No,0.7,Used,78978.66
Samsung,Samsung-399,6,64,5080,200,6.4,Yes,3.2,New,24026.61
Xiaomi,Xiaomi-468,16,64,3815,64,5.8,Yes,3.1,Used,10822.86
Realme,Realme-428,8,64,4458,200,5.5,Yes,4.4,Used,5948.63
Google,Google-509,3,512,4814,50,5.4,Yes,3.5,Used,28070.27
Samsung,Samsung-603,6,256,3388,200,6.3,Yes,4.4,Used,14883.92
Vivo,Vivo-992,4,32,5766,108,6.6,Yes,2.6,New,11892.6
Nothing,Nothing-567,16,32,4665,8,6.7,Yes,4.8,New,16203.0
Nothing,Nothing-270,16,64,3254,50,6.7,No,0.2,New,48632.32
Apple,Apple-324,8,32,4226,12,5.9,Yes,0.0,New,115021.93
Nothing,Nothing-936,8,32,4802,48,7.0,Yes,2.1,New,24795.54
Google,Google-642,3,256,5881,32,5.1,No,1.7,New,48274.2
Vivo,Vivo-931,8,32,4948,48,5.3,No,1.4,Used,11378.82
Vivo,Vivo-283,12,256,4557,32,6.0,No,4.5,New,9821.02
Samsung,Samsung-259,12,32,6359,12,6.7,Yes,2.0,Used,25397.99
Motorola,Motorola-782,16,32,6056,32,6.6,Yes,3.4,New,17468.13
Samsung,Samsung-781,6,32,5056,48,6.6,No,1.3,New,32254.28
Vivo,Vivo-498,16,256,4109,48,5.9,Yes,0.8,Used,24009.2
Vivo,Vivo-628,6,256,4554,50,5.8,No,2.5,Used,9557.0
Apple,Apple-330,6,64,3115,16,5.3,No,2.9,New,70237.91
Google,Google-489,8,256,4294,16,6.8,No,2.0,New,57653.16
Nothing,Nothing-448,4,256,5498,8,5.7,Yes,2.7,New,19787.04
OnePlus,OnePlus-733,3,64,4071,12,5.3,Yes,1.1,New,25117.73
Motorola,Motorola-201,16,32,5576,16,6.5,Yes,2.5,New,20691.33
OnePlus,OnePlus-217,8,512,5220,32,5.8,Yes,1.8,New,32164.55
OnePlus,OnePlus-654,3,128,6109,50,7.0,No,0.6,New,34831.66
OnePlus,OnePlus-584,16,256,4803,50,6.0,No,0.5,Used,36582.25
Motorola,Motorola-441,4,64,3848,16,6.5,No,1.9,Used,9443.48
Oppo,Oppo-405,3,32,3759,50,7.2,Yes,2.6,Used,8856.24
Motorola,Motorola-622,12,32,3730,200,6.5,No,3.6,New,12770.15
Vivo,Vivo-160,3,128,6020,50,5.3,No,4.6,New,5684.02
Vivo,Vivo-734,2,64,5693,200,5.2,No,3.7,Used,4599.86
Vivo,Vivo-948,16,64,3453,8,5.8,No,0.8,New,25276.01
Realme,Realme-608,4,256,4724,32,6.4,Yes,3.3,New,10008.93
Motorola,Motorola-252,8,64,4440,64,5.1,Yes,1.2,New,18578.85
Samsung,Samsung-477,16,512,6419,64,7.0,Yes,2.1,Used,33479.22
Motorola,Motorola-572,3,128,6480,48,6.8,Yes,4.5,New,8967.39
Google,Google-903,2,256,3419,16,6.0,Yes,1.8,New,55352.61
Vivo,Vivo-333,2,32,6025,32,5.8,No,3.2,New,7721.08
Motorola,Motorola-962,2,128,3184,50,7.1,Yes,0.7,New,19905.05
Google,Google-270,4,512,4601,108,6.1,Yes,0.0,New,76969.08
Xiaomi,Xiaomi-729,3,64,5354,108,5.5,Yes,3.1,Used,6780.84
Samsung,Samsung-270,3,32,6278,64,6.4,Yes,0.1,New,42243.04
OnePlus,OnePlus-436,16,64,3451,8,5.9,Yes,4.2,Used,13741.55
Apple,Apple-164,3,256,3361,16,6.7,No,3.4,New,73793.43
Motorola,Motorola-325,6,256,6176,16,6.3,No,0.4,Used,19557.25
Google,Google-516,12,512,3014,12,7.0,No,4.6,New,36678.86
Vivo,Vivo-695,6,64,4686,48,6.8,Yes,4.0,New,9522.15
Vivo,Vivo-718,16,32,6204,32,6.1,Yes,4.2,New,12538.86
OnePlus,OnePlus-342,16,32,5250,12,6.9,Yes,4.0,New,22737.31
Nothing,Nothing-849,16,512,4767,48,7.1,Yes,3.6,New,27143.54
Realme,Realme-295,2,32,3559,12,6.2,Yes,3.8,Used,4324.96
Xiaomi,Xiaomi-732,2,64,4307,12,7.2,Yes,0.5,New,21099.71
Xiaomi,Xiaomi-927,16,32,4350,12,6.1,Yes,1.8,Used,16797.87
OnePlus,OnePlus-686,6,512,4943,64,5.3,Yes,0.2,Used,32837.96
Samsung,Samsung-798,2,256,4581,200,7.1,Yes,4.8,Used,12648.53
OnePlus,OnePlus-518,8,64,5629,48,6.1,No,2.0,New,25620.03
Samsung,Samsung-151,12,512,5299,108,5.3,Yes,0.4,Used,37678.31
OnePlus,OnePlus-229,3,256,3573,50,6.6,Yes,3.0,Used,14201.54
Xiaomi,Xiaomi-555,3,512,6435,48,5.2,Yes,0.4,Used,18114.52
Samsung,Samsung-342,12,32,4984,8,6.0,No,4.2,New,20639.09
Samsung,Samsung-660,2,128,3414,50,6.0,Yes,1.3,New,29939.31
Google,Google-974,4,64,3154,64,5.5,No,3.4,Used,23183.69
Apple,Apple-439,4,128,4875,200,6.0,Yes,1.3,New,104439.09
Samsung,Samsung-195,4,512,4339,12,6.4,No,4.8,New,19088.38
Nothing,Nothing-608,16,32,6283,32,6.5,Yes,1.8,Used,25005.03
Google,Google-810,4,512,3785,12,6.5,No,1.8,New,59374.03
OnePlus,OnePlus-698,4,128,3095,12,7.0,No,1.0,Used,21789.34
Oppo,Oppo-997,3,32,4161,12,7.0,Yes,1.3,New,16829.05
Xiaomi,Xiaomi-568,2,32,3291,50,5.1,Yes,2.3,New,8266.71
Apple,Apple-723,4,512,3454,50,5.1,Yes,2.4,New,82825.15
Motorola,Motorola-390,8,512,5742,64,6.9,No,2.6,New,21645.26
Oppo,Oppo-123,12,128,5692,32,6.7,No,3.3,Used,10532.64
Vivo,Vivo-812,6,128,4970,48,5.1,Yes,2.5,New,12107.41
Oppo,Oppo-509,12,128,4674,32,5.8,No,4.3,New,9038.42
Vivo,Vivo-451,16,512,5145,8,5.5,No,0.5,New,35595.21
Google,Google-130,3,256,3753,64,6.2,Yes,1.7,New,51021.09
Nothing,Nothing-353,8,64,4192,32,6.8,Yes,0.5,Used,26689.32
Nothing,Nothing-169,16,256,4027,108,6.9,Yes,3.3,Used,17736.01
Vivo,Vivo-764,2,64,5044,48,6.8,No,1.6,New,13923.61
Samsung,Samsung-530,12,64,4562,108,6.6,No,3.2,New,25687.85
Realme,Realme-875,12,256,6103,16,5.4,Yes,1.3,New,24049.06
Motorola,Motorola-289,6,32,5364,8,5.0,No,2.8,New,8508.72
Motorola,Motorola-133,6,64,6130,200,6.2,Yes,4.8,Used,6627.94
OnePlus,OnePlus-904,16,32,5621,200,6.8,No,1.8,Used,25735.65
Samsung,Samsung-614,12,32,5345,32,6.7,No,1.3,New,40576.53
Realme,Realme-896,4,256,4874,8,6.2,No,2.4,Used,8004.08
Apple,Apple-339,6,32,5040,108,5.3,Yes,1.3,Used,68491.66
Xiaomi,Xiaomi-416,6,64,5573,32,5.0,Yes,1.8,Used,10089.82
Nothing,Nothing-457,12,64,6326,16,5.3,No,1.1,Used,20313.91
Apple,Apple-467,4,256,3134,32,6.2,No,1.9,New,87178.69
Realme,Realme-435,2,256,4896,48,6.6,No,4.8,Used,4330.61
Realme,Realme-651,4,32,4748,50,5.1,No,2.9,New,6340.49
Oppo,Oppo-955,4,512,4973,64,5.2,Yes,0.2,Used,22320.26
Nothing,Nothing-745,16,64,4893,16,6.8,Yes,2.1,New,28383.01
Vivo,Vivo-681,8,512,6329,16,6.4,No,1.9,New,21050.38
OnePlus,OnePlus-340,16,256,3162,108,5.4,Yes,1.7,New,35623.93
OnePlus,OnePlus-757,16,512,5873,50,5.6,Yes,4.4,Used,15933.43
Samsung,Samsung-240,8,256,4954,50,6.2,Yes,2.3,Used,25257.62
Samsung,Samsung-143,6,128,4526,16,5.0,No,2.2,New,23021.32
Samsung,Samsung-195,12,64,5695,48,5.3,Yes,4.0,New,20970.41
Google,Google-725,8,128,6088,8,6.7,No,1.1,New,65296.43
Nothing,Nothing-998,2,512,6101,200,5.5,Yes,3.7,New,17863.67
Motorola,Motorola-875,3,64,5261,50,5.9,Yes,2.8,Used,7313.17
Nothing,Nothing-102,4,64,3446,8,6.8,Yes,3.3,Used,11459.26
Oppo,Oppo-741,16,32,4557,32,7.2,Yes,2.9,Used,13857.42
Oppo,Oppo-538,16,128,5555,64,5.3,Yes,1.9,New,23736.19
OnePlus,OnePlus-245,12,256,4589,32,5.5,No,2.7,New,26712.52
Apple,Apple-820,6,512,3670,48,6.9,No,3.0,Used,60920.6
Nothing,Nothing-655,6,256,5345,16,6.7,Yes,4.4,New,14972.32
Oppo,Oppo-670,3,256,4024,64,6.1,No,4.5,New,7172.1
Realme,Realme-207,16,64,3007,108,7.1,No,2.4,New,19090.54
OnePlus,OnePlus-738,16,512,5703,108,5.4,No,0.0,New,56339.1
Motorola,Motorola-473,8,128,3836,8,6.5,Yes,1.8,New,19102.51
Nothing,Nothing-915,12,256,4977,48,6.0,Yes,2.3,Used,21219.73
Samsung,Samsung-660,8,64,5420,8,7.0,Yes,4.0,Used,16159.79
OnePlus,OnePlus-389,3,512,5857,8,5.4,Yes,0.0,Used,29165.91
Samsung,Samsung-426,8,512,3917,12,5.5,No,3.8,New,23567.51
Realme,Realme-807,2,128,3275,12,5.4,No,1.7,Used,5894.71
Xiaomi,Xiaomi-606,8,32,6201,8,6.4,Yes,4.9,Used,5259.32
Apple,Apple-653,4,64,6134,200,5.6,Yes,0.6,New,102333.77
Xiaomi,Xiaomi-685,4,32,5021,16,6.2,Yes,2.7,Used,7697.16
Apple,Apple-886,6,128,3327,8,5.7,Yes,0.7,Used,70122.29
Oppo,Oppo-820,16,64,3446,32,6.8,No,3.7,Used,10025.01
Google,Google-644,3,256,4320,64,5.5,Yes,0.7,New,62808.14
Google,Google-664,8,512,5131,8,5.9,No,2.7,Used,34126.02
Nothing,Nothing-886,6,128,5424,200,5.1,Yes,3.0,New,16810.21
Vivo,Vivo-914,8,64,3511,200,5.3,Yes,1.6,Used,12971.91
Xiaomi,Xiaomi-412,2,256,5261,12,5.7,No,1.8,New,13004.9
Google,Google-821,12,256,5257,108,7.0,Yes,1.3,New,72081.52
Oppo,Oppo-795,4,128,4708,8,5.6,No,0.4,Used,13139.13
Google,Google-872,2,64,5349,108,5.9,Yes,2.7,Used,32660.96
Xiaomi,Xiaomi-965,2,32,4585,12,5.9,No,0.9,Used,8486.17
Realme,Realme-843,16,64,6320,32,6.6,Yes,3.2,Used,11258.92
Oppo,Oppo-259,16,32,6346,200,5.6,Yes,3.0,New,17940.78
Vivo,Vivo-233,3,256,3208,48,6.1,No,2.7,New,10888.88
Apple,Apple-564,16,512,6369,48,5.6,Yes,0.8,Used,102834.62
Motorola,Motorola-236,3,512,3525,108,6.2,Yes,4.4,New,11530.1
Apple,Apple-877,6,128,4303,32,5.1,No,0.6,New,101780.6
Nothing,Nothing-473,3,32,5269,108,5.5,No,4.3,Used,7321.9
OnePlus,OnePlus-644,16,128,5008,50,6.9,Yes,4.3,New,22331.28
OnePlus,OnePlus-117,6,64,5063,48,6.8,No,1.6,Used,18373.54
Apple,Apple-971,3,32,4355,200,5.2,Yes,2.1,New,76097.09
Xiaomi,Xiaomi-885,2,32,6116,8,6.3,No,1.2,New,11780.38
Nothing,Nothing-392,12,64,3484,50,6.1,Yes,3.2,Used,14764.73
Vivo,Vivo-821,8,32,3164,48,6.0,Yes,0.1,New,26951.3
Xiaomi,Xiaomi-618,12,512,4498,48,7.1,No,0.4,Used,26887.99
Realme,Realme-975,16,32,4663,50,6.8,Yes,3.5,New,15184.3
Apple,Apple-884,3,128,4378,108,5.2,No,0.9,Used,69637.21
Motorola,Motorola-595,4,512,3984,32,6.5,Yes,4.1,Used,9286.1
Realme,Realme-439,12,128,4349,16,6.1,No,3.5,New,10888.63
OnePlus,OnePlus-823,6,32,3252,108,6.7,Yes,1.4,Used,20783.17
Vivo,Vivo-856,3,128,5224,48,6.0,Yes,2.6,New,12088.33
Google,Google-215,4,512,4964,50,5.4,No,1.2,Used,44058.55
OnePlus,OnePlus-661,6,128,3644,200,6.9,Yes,0.5,New,42028.07
Oppo,Oppo-274,8,512,4510,48,5.4,Yes,2.7,Used,12871.46
Samsung,Samsung-995,4,64,4934,200,6.4,Yes,3.4,New,21665.54
OnePlus,OnePlus-767,12,32,3923,12,6.5,No,1.8,New,30324.31
Samsung,Samsung-505,6,256,3747,48,6.3,Yes,0.6,New,44961.64
Motorola,Motorola-714,4,256,5529,16,5.8,Yes,0.9,New,19611.04
Realme,Realme-917,8,32,4596,16,6.4,Yes,2.8,Used,8008.51
Realme,Realme-843,8,32,4146,8,5.8,No,2.8,Used,6703.13
OnePlus,OnePlus-208,2,512,5703,64,5.4,No,0.6,New,33589.14
Realme,Realme-301,4,64,5762,12,5.6,Yes,4.8,New,4662.89
Samsung,Samsung-671,3,256,3125,8,5.1,Yes,3.0,New,21009.94
OnePlus,OnePlus-729,2,32,6024,16,5.5,No,2.2,New,17986.08
OnePlus,OnePlus-521,2,64,4419,48,5.8,No,2.3,New,19788.9
Oppo,Oppo-110,2,32,5959,12,5.9,Yes,5.0,Used,4000.0
OnePlus,OnePlus-411,2,32,6255,8,5.5,Yes,4.0,Used,8690.82
Motorola,Motorola-896,12,256,4841,64,5.4,Yes,0.8,Used,20104.41
Realme,Realme-557,4,64,3004,64,7.1,No,1.4,Used,10483.59
Motorola,Motorola-349,6,512,4698,48,6.7,No,3.9,Used,8881.94
Vivo,Vivo-260,6,128,3937,64,6.7,Yes,3.5,Used,8594.72
Apple,Apple-773,16,512,3161,32,7.0,Yes,3.1,Used,75203.08
Realme,Realme-592,4,512,6253,200,5.9,Yes,2.3,New,16044.82
OnePlus,OnePlus-204,16,512,4171,108,5.8,No,1.3,Used,29828.06
Xiaomi,Xiaomi-480,2,32,4904,16,5.8,No,0.8,New,11645.98
Nothing,Nothing-475,3,64,3380,12,5.3,No,3.9,Used,7110.75
Realme,Realme-112,4,32,5492,48,5.2,No,4.4,Used,4000.0
Samsung,Samsung-855,3,64,5412,8,6.8,No,2.9,Used,14381.64
Realme,Realme-844,3,128,5646,64,5.5,Yes,2.5,New,9825.98
Nothing,Nothing-339,6,256,5516,16,6.4,Yes,3.7,New,16077.46
Motorola,Motorola-834,2,128,4272,108,6.8,Yes,0.7,Used,15038.34
Vivo,Vivo-813,2,128,4311,48,6.6,Yes,1.5,Used,11282.31
Apple,Apple-632,6,512,4494,64,6.7,No,3.5,Used,58866.88
Xiaomi,Xiaomi-289,2,256,4942,8,5.6,Yes,4.7,Used,4213.58
Xiaomi,Xiaomi-380,8,512,3495,32,5.6,Yes,4.9,New,9906.03
Google,Google-606,3,128,4106,48,6.5,No,2.3,Used,34573.47
OnePlus,OnePlus-209,6,32,3897,200,6.3,Yes,2.4,Used,16926.94
Nothing,Nothing-271,2,64,3669,16,5.1,No,3.4,Used,7354.86
OnePlus,OnePlus-619,12,512,5196,108,5.2,No,3.7,New,21851.81
Oppo,Oppo-689,3,512,4354,32,7.0,No,5.0,Used,6109.45
Realme,Realme-139,16,128,4507,8,7.2,No,2.1,Used,15908.38
Apple,Apple-450,6,32,3449,8,5.8,Yes,2.5,Used,53610.39
Xiaomi,Xiaomi-578,4,32,4139,48,5.2,No,2.9,New,6978.39
Motorola,Motorola-135,2,512,4844,48,5.7,Yes,2.5,New,16771.0
Apple,Apple-659,6,512,5193,108,6.7,Yes,0.2,Used,89338.52
Apple,Apple-268,3,256,5309,64,7.0,No,4.1,Used,52549.36
Apple,Apple-134,16,256,5723,200,5.4,No,4.1,Used,59126.92
Samsung,Samsung-273,16,512,5375,64,5.1,Yes,4.7,Used,17631.34
Google,Google-758,12,256,4316,48,6.1,No,2.7,Used,35634.54
Google,Google-112,8,512,6094,108,5.4,No,0.5,New,81718.63
Vivo,Vivo-807,12,512,3556,64,6.7,No,2.2,Used,17069.63
Xiaomi,Xiaomi-586,6,32,5928,32,6.5,Yes,2.1,Used,10871.42
Vivo,Vivo-192,2,64,3523,50,5.1,Yes,4.9,Used,4000.0
Xiaomi,Xiaomi-977,6,256,3923,64,5.3,Yes,0.8,Used,17332.34
Motorola,Motorola-956,16,512,4586,50,6.0,No,3.1,Used,16118.81
Motorola,Motorola-257,4,512,3616,16,6.2,No,1.4,New,18892.29
Google,Google-803,2,128,6148,200,5.5,Yes,1.7,New,53109.44
Motorola,Motorola-675,6,512,4556,108,5.5,No,1.8,New,19910.68
Vivo,Vivo-479,6,256,3150,8,5.2,No,1.5,New,14574.65
Motorola,Motorola-158,16,512,5049,8,6.8,No,1.7,New,29061.4
Motorola,Motorola-259,6,256,5214,8,6.8,Yes,3.4,Used,9602.65
Motorola,Motorola-939,4,512,3198,8,5.9,Yes,2.4,New,16651.43
OnePlus,OnePlus-710,3,64,3577,48,5.4,Yes,3.9,New,12912.7
Motorola,Motorola-905,4,128,6242,12,6.6,No,1.3,New,16585.55
Samsung,Samsung-355,4,256,4612,16,7.1,No,0.7,Used,27699.54
Google,Google-151,16,512,4015,64,6.5,Yes,3.1,Used,42941.93
Xiaomi,Xiaomi-149,4,64,3108,200,6.2,No,2.6,Used,7242.93
Samsung,Samsung-990,4,512,6377,108,5.9,No,2.0,Used,24965.99
Nothing,Nothing-412,8,128,5916,8,6.6,No,1.2,New,28367.0
Realme,Realme-214,6,128,4008,50,6.0,Yes,4.8,Used,4437.73
Apple,Apple-945,12,512,4068,108,6.0,No,3.8,New,85853.59
Motorola,Motorola-934,4,256,3405,16,6.0,Yes,0.3,New,24072.49
Vivo,Vivo-931,6,128,3524,200,5.3,Yes,3.2,New,10715.36
Motorola,Motorola-914,8,512,5445,200,6.6,Yes,0.3,Used,28941.38
OnePlus,OnePlus-973,6,32,5434,8,6.5,No,0.3,New,35003.64
Nothing,Nothing-895,8,64,4013,32,5.0,No,3.7,New,14293.97
Vivo,Vivo-180,4,32,6294,32,6.5,Yes,1.9,Used,10047.28
Xiaomi,Xiaomi-991,6,128,6468,32,5.2,No,3.0,New,10141.75
Samsung,Samsung-651,2,32,4309,48,6.8,No,4.8,Used,9334.27
Google,Google-474,6,128,4308,48,5.8,Yes,0.7,Used,49326.98
OnePlus,OnePlus-811,2,512,4137,64,5.8,Yes,2.3,Used,18255.93
Oppo,Oppo-133,2,64,4323,200,5.7,No,2.5,New,10616.24
Vivo,Vivo-558,12,256,6204,64,5.1,No,0.9,New,27574.16
Apple,Apple-949,3,64,3987,32,6.8,No,0.7,New,105520.01
Motorola,Motorola-362,6,32,3280,12,5.5,Yes,4.2,New,7219.17
Motorola,Motorola-870,12,128,4759,32,6.3,Yes,5.0,Used,7668.98
Apple,Apple-161,8,64,5084,108,5.2,No,5.0,Used,40066.53
Vivo,Vivo-711,3,512,4265,108,5.3,Yes,0.7,Used,18312.65
Oppo,Oppo-116,6,32,5576,8,6.2,Yes,0.4,New,22135.94
Apple,Apple-324,4,256,6451,32,5.8,No,2.0,New,85987.34
Samsung,Samsung-934,16,256,3602,32,6.9,No,3.3,Used,23402.68
Samsung,Samsung-347,3,32,3814,16,7.1,Yes,4.2,Used,13318.77
Apple,Apple-498,16,32,6255,8,5.7,No,2.3,New,97736.94
Nothing,Nothing-156,16,128,6081,16,5.2,Yes,4.6,Used,10947.58
Google,Google-707,6,512,5703,16,5.3,Yes,0.7,Used,53605.21
Google,Google-652,3,128,3208,108,5.7,Yes,3.6,New,37527.9
Xiaomi,Xiaomi-286,2,512,5142,200,6.4,No,1.5,Used,13564.54
Apple,Apple-431,6,128,6467,48,5.3,Yes,1.8,Used,68950.81
Google,Google-871,2,512,5603,12,6.5,Yes,1.7,New,54687.17
Samsung,Samsung-482,16,512,5967,8,5.0,Yes,2.9,Used,26923.41
Realme,Realme-711,3,512,6327,48,6.6,Yes,4.7,New,8255.88
Oppo,Oppo-222,2,32,4611,16,6.8,No,0.8,New,14358.65
Motorola,Motorola-145,12,64,6442,16,6.6,Yes,3.3,New,14099.11
Google,Google-706,4,64,3145,32,7.0,Yes,1.8,New,54918.18
Vivo,Vivo-778,8,512,6330,16,6.7,No,4.2,Used,8815.01
Xiaomi,Xiaomi-518,12,64,4747,12,6.2,Yes,2.7,Used,11764.36
Apple,Apple-586,4,512,5552,12,5.7,No,1.4,Used,67203.15
Vivo,Vivo-600,4,512,3684,48,5.8,No,1.4,Used,15293.29
OnePlus,OnePlus-121,6,512,5534,8,6.6,No,0.1,New,43421.85
Oppo,Oppo-580,2,512,4067,64,5.6,No,1.8,Used,11895.48
Nothing,Nothing-904,4,128,5968,200,5.2,No,0.5,New,28894.13
Samsung,Samsung-202,4,256,3612,64,5.0,Yes,4.6,Used,12762.21
Xiaomi,Xiaomi-711,4,64,3752,50,5.1,Yes,1.1,New,15294.09
Apple,Apple-965,3,256,4469,32,7.0,Yes,1.4,Used,71266.9
OnePlus,OnePlus-297,16,256,5451,8,7.2,Yes,4.5,New,21311.17
Xiaomi,Xiaomi-786,2,64,4303,8,7.1,No,0.5,Used,11835.8
Xiaomi,Xiaomi-436,2,512,5863,8,5.7,Yes,4.7,New,8011.92
Samsung,Samsung-955,4,32,6494,50,6.7,No,2.9,New,22868.07
Google,Google-894,8,256,4582,12,6.0,Yes,0.5,Used,56210.82
Google,Google-717,2,256,5594,12,6.0,Yes,3.9,Used,27319.96
OnePlus,OnePlus-893,3,32,4553,12,5.4,Yes,1.4,Used,15097.22
Google,Google-547,16,64,3131,64,6.6,Yes,1.1,New,73416.03
OnePlus,OnePlus-484,12,128,5741,200,5.9,Yes,1.3,Used,25608.76
Google,Google-244,2,256,6186,32,6.5,No,3.5,Used,29001.44
Motorola,Motorola-531,6,256,4901,16,6.6,Yes,3.3,New,14219.38
Oppo,Oppo-696,3,128,3951,64,6.2,No,4.3,Used,5055.11
OnePlus,OnePlus-839,6,128,4958,8,5.5,Yes,4.0,New,15943.87
Apple,Apple-322,16,256,6308,32,5.1,Yes,4.8,Used,49743.56
OnePlus,OnePlus-688,4,32,4511,16,6.2,Yes,1.0,Used,19983.84
Motorola,Motorola-885,4,64,4039,12,5.7,Yes,0.0,New,20821.09
Oppo,Oppo-474,3,64,6332,50,7.1,Yes,1.5,New,18005.17
Samsung,Samsung-178,2,256,3606,12,6.3,Yes,2.4,New,26115.92
Samsung,Samsung-601,2,64,5722,200,6.8,No,2.6,New,23718.17
Samsung,Samsung-918,12,128,5797,50,6.5,Yes,1.8,Used,28024.09
Xiaomi,Xiaomi-842,16,64,4899,64,6.5,Yes,1.3,New,29548.94
Apple,Apple-841,16,128,3676,64,7.0,Yes,3.5,New,90999.78
Vivo,Vivo-895,3,128,5291,16,6.0,No,0.5,New,19458.15
Xiaomi,Xiaomi-447,2,256,3291,50,5.4,Yes,2.3,New,12435.59
Vivo,Vivo-930,3,256,4824,64,6.8,Yes,4.3,Used,6385.08
Realme,Realme-446,12,512,5348,32,6.2,Yes,2.5,New,21050.85
Xiaomi,Xiaomi-223,2,128,3883,50,5.0,No,4.1,New,5139.62
OnePlus,OnePlus-264,2,512,5924,12,7.1,Yes,2.4,New,25323.79
Apple,Apple-205,8,512,5582,50,5.5,Yes,1.9,Used,72522.57
Apple,Apple-446,4,512,3560,16,5.3,No,1.6,New,88167.05
Realme,Realme-734,6,32,3534,48,7.2,Yes,3.0,New,10537.12
Realme,Realme-935,6,32,4741,108,5.8,No,1.0,Used,10363.18
Nothing,Nothing-911,16,128,5127,32,5.7,Yes,2.0,Used,22734.73
Samsung,Samsung-784,8,64,4820,48,7.1,Yes,4.2,Used,16894.74
Realme,Realme-420,12,512,6477,64,6.6,Yes,3.5,Used,10854.84
Oppo,Oppo-681,8,32,4961,64,7.0,No,4.2,Used,6536.75
OnePlus,OnePlus-947,12,128,3289,50,6.4,Yes,3.5,Used,15122.92
Samsung,Samsung-725,4,64,5566,8,5.2,No,2.5,Used,13679.33
Nothing,Nothing-597,8,512,5547,50,7.0,No,3.8,New,20581.26
Motorola,Motorola-879,3,512,4164,32,5.7,No,4.8,New,8124.62
Motorola,Motorola-574,6,256,6146,50,5.6,Yes,0.1,Used,21555.98
Oppo,Oppo-923,8,128,3871,16,6.2,Yes,3.7,Used,7938.4
Vivo,Vivo-938,6,128,6199,12,6.5,No,3.6,Used,6625.06
Nothing,Nothing-467,4,128,3127,108,5.8,No,1.5,Used,15824.97
Nothing,Nothing-215,2,512,6173,12,7.1,No,1.7,New,29626.8
Nothing,Nothing-526,16,512,5826,32,7.0,Yes,3.6,New,25044.05
Apple,Apple-662,6,128,5844,12,6.5,Yes,3.0,New,77069.54
Motorola,Motorola-751,6,256,5962,108,5.2,No,3.7,Used,7346.03
Vivo,Vivo-157,8,128,3175,48,6.1,Yes,3.6,New,12172.37
Samsung,Samsung-758,12,64,3083,48,6.7,No,0.1,Used,34672.27
Realme,Realme-390,16,128,5573,50,6.2,Yes,0.7,Used,23757.02
OnePlus,OnePlus-754,16,512,3195,50,5.9,No,4.8,Used,14255.44
Xiaomi,Xiaomi-204,12,512,4470,50,6.8,Yes,1.7,New,29919.47
Apple,Apple-965,8,128,5136,50,7.1,Yes,0.8,New,115338.34
Apple,Apple-968,2,64,5875,12,7.1,Yes,4.9,Used,40982.42
Xiaomi,Xiaomi-576,2,64,4114,64,6.9,No,3.3,New,8572.99
Oppo,Oppo-624,8,32,6159,64,5.3,Yes,3.6,New,10872.26
Oppo,Oppo-119,2,32,4666,200,5.9,No,0.9,New,16158.08
Samsung,Samsung-792,12,256,6417,16,6.4,No,2.5,Used,22042.83
Google,Google-660,12,512,4310,48,5.9,Yes,1.4,Used,48492.76
Google,Google-769,6,32,6064,32,6.8,No,4.0,New,36891.49
Apple,Apple-481,16,128,4050,48,5.2,No,4.3,New,74017.89
Google,Google-433,2,64,3326,64,6.6,Yes,1.6,New,55710.59
Google,Google-270,8,512,5810,200,5.7,Yes,4.9,New,38711.02
Nothing,Nothing-428,12,64,3493,32,5.9,Yes,3.2,New,20717.46
Samsung,Samsung-484,2,32,5287,32,7.0,No,4.9,New,14176.54
Samsung,Samsung-543,12,128,5412,108,6.8,No,1.0,Used,30438.95
Apple,Apple-812,3,512,5394,32,6.8,Yes,3.8,New,73474.98
